position,srx,status,r2_file,timestamp,error,selectedResolution,nPcs,cumvar,nClustersPreMerge,nClustersPostMerge,nMerges,kPrior,kFiltered,nCellsDropped,nCellsFinal,jaccAtSelected
1/801,ERX11662371,success,designated_clustering_2/ERX11662371_clustered.h5ad,2026-05-19 16:07:50,,1.0,25,50.32604523003101,20,16,4,26,14,286,2554,5.685932882478941
3/801,ERX11662373,success,designated_clustering_2/ERX11662373_clustered.h5ad,2026-05-19 16:07:52,,0.4,17,50.11686710640788,10,10,0,16,9,243,2881,4.088368632640313
2/801,SRX19233503,success,designated_clustering_2/SRX19233503_clustered.h5ad,2026-05-19 16:08:01,,0.1,42,50.180380791425705,7,7,0,1,1,31,4373,0.469471758518169
4/801,ERX11662385,success,designated_clustering_2/ERX11662385_clustered.h5ad,2026-05-19 16:08:28,,0.1,15,50.80723166465759,6,6,0,1,1,269,6660,0.33438438438437934
13/801,ERX8831394,success,designated_clustering_2/ERX8831394_clustered.h5ad,2026-05-19 16:08:53,,0.1,50,36.370958387851715,1,1,0,1,1,273,3981,0.9999999999999749
8/801,ERX11662370,success,designated_clustering_2/ERX11662370_clustered.h5ad,2026-05-19 16:09:56,,0.1,47,50.26959627866745,4,4,0,1,1,693,8488,0.7730914231856648
15/801,SRX20098024,success,designated_clustering_2/SRX20098024_clustered.h5ad,2026-05-19 16:10:38,,0.3,30,50.25494284927845,7,7,0,10,4,160,5235,1.2383137965001183
9/801,ERX11662369,success,designated_clustering_2/ERX11662369_clustered.h5ad,2026-05-19 16:10:59,,0.1,49,50.236889719963074,4,4,0,1,1,253,12313,0.49744172825468613
16/801,SRX22613097,success,designated_clustering_2/SRX22613097_clustered.h5ad,2026-05-19 16:11:23,,0.1,50,37.4005526304245,1,1,0,1,1,71,3261,0.9999999999999694
17/801,SRX19233504,success,designated_clustering_2/SRX19233504_clustered.h5ad,2026-05-19 16:12:21,,0.1,37,50.061701238155365,5,5,0,1,1,49,4603,0.6608733434716345
5/801,ERX11662357,success,designated_clustering_2/ERX11662357_clustered.h5ad,2026-05-19 16:13:54,,0.1,49,50.18012821674347,8,8,0,1,1,456,15876,0.4162887377173065
19/801,ERX11662375,success,designated_clustering_2/ERX11662375_clustered.h5ad,2026-05-19 16:14:00,,1.9,15,56.30830526351929,29,23,6,23,14,451,4259,3.2418397254806717
14/801,ERX8831397,success,designated_clustering_2/ERX8831397_clustered.h5ad,2026-05-19 16:14:28,,0.1,50,31.96093887090683,1,1,0,1,1,149,12399,0.9999999999999919
21/801,ERX11662384,success,designated_clustering_2/ERX11662384_clustered.h5ad,2026-05-19 16:15:13,,0.8,35,50.17537102103233,14,11,3,14,8,298,2534,2.7888475541370754
23/801,SRX22613099,success,designated_clustering_2/SRX22613099_clustered.h5ad,2026-05-19 16:16:25,,0.1,50,45.18413692712784,2,2,0,8,4,152,2491,0.9816189763766663
22/801,ERX11662361,success,designated_clustering_2/ERX11662361_clustered.h5ad,2026-05-19 16:16:26,,0.2,32,50.050245225429535,7,7,0,17,8,513,4910,2.863687392441413
24/801,SRX22613094,success,designated_clustering_2/SRX22613094_clustered.h5ad,2026-05-19 16:17:36,,0.2,50,43.505966663360596,3,2,1,17,5,103,2339,0.8232745139092841
26/801,ERX11662382,success,designated_clustering_2/ERX11662382_clustered.h5ad,2026-05-19 16:17:36,,1.6,15,54.017043113708496,18,17,1,20,12,223,1428,5.159076239790522
25/801,SRX22613095,success,designated_clustering_2/SRX22613095_clustered.h5ad,2026-05-19 16:18:26,,0.1,50,43.61688122153282,1,1,0,1,1,129,3093,0.9999999999999677
6/801,ERX11662360,success,designated_clustering_2/ERX11662360_clustered.h5ad,2026-05-19 16:19:13,,0.1,33,50.341808050870895,6,6,0,1,1,2177,22701,0.4363684419188563
20/801,ERX11662381,success,designated_clustering_2/ERX11662381_clustered.h5ad,2026-05-19 16:20:00,,0.1,50,48.80914390087128,5,5,0,1,1,121,11579,0.37196649106140106
29/801,SRX22613098,success,designated_clustering_2/SRX22613098_clustered.h5ad,2026-05-19 16:20:13,,0.1,50,46.54610455036163,2,2,0,13,7,92,2994,1.163016756322175
18/801,ERX11662376,success,designated_clustering_2/ERX11662376_clustered.h5ad,2026-05-19 16:22:09,,0.1,27,50.0103235244751,3,3,0,1,1,336,21214,0.8460450645799904
31/801,ERX8831396,success,designated_clustering_2/ERX8831396_clustered.h5ad,2026-05-19 16:22:24,,0.1,50,38.43994215130806,1,1,0,6,3,344,5064,0.983807266982603
10/801,ERX11662367,success,designated_clustering_2/ERX11662367_clustered.h5ad,2026-05-19 16:22:58,,0.1,50,45.27468755841255,6,6,0,1,1,1161,24377,0.36575460475037797
33/801,SRX10327362,success,designated_clustering_2/SRX10327362_clustered.h5ad,2026-05-19 16:24:39,,0.5,22,50.19984133541584,6,5,1,6,6,1548,4128,2.337441055338811
32/801,SRX19192164,success,designated_clustering_2/SRX19192164_clustered.h5ad,2026-05-19 16:25:24,,0.1,34,50.01295655965805,6,6,0,1,1,874,11815,0.595683453237405
30/801,ERX11662338,success,designated_clustering_2/ERX11662338_clustered.h5ad,2026-05-19 16:25:27,,0.2,18,50.132251251488924,9,9,0,27,14,1896,13203,4.548302344377436
11/801,ERX11662377,success,designated_clustering_2/ERX11662377_clustered.h5ad,2026-05-19 16:25:31,,1.3,29,50.13900101184845,24,17,7,27,19,1477,27467,3.7233112488978497
38/801,ERX11876767,success,designated_clustering_2/ERX11876767_clustered.h5ad,2026-05-19 16:26:19,,0.2,50,46.632640063762665,3,2,1,12,3,76,1332,1.5496940352615711
36/801,ERX11876760,success,designated_clustering_2/ERX11876760_clustered.h5ad,2026-05-19 16:26:20,,1.6,26,50.01026876270771,24,19,5,25,19,923,3312,7.95946071344515
37/801,ERX11876763,success,designated_clustering_2/ERX11876763_clustered.h5ad,2026-05-19 16:26:32,,0.4,50,41.872839629650116,5,2,3,15,3,74,2396,1.101884904185646
35/801,ERX11876750,success,designated_clustering_2/ERX11876750_clustered.h5ad,2026-05-19 16:26:39,,0.8,25,50.26935860514641,15,12,3,23,12,728,6442,4.241456275556175
12/801,ERX11662378,success,designated_clustering_2/ERX11662378_clustered.h5ad,2026-05-19 16:26:43,,0.2,42,50.055914372205734,8,6,2,26,18,331,29142,3.059618010690126
34/801,SRX26771412,success,designated_clustering_2/SRX26771412_clustered.h5ad,2026-05-19 16:28:01,,0.1,41,50.09058341383934,9,8,1,1,1,712,11276,0.3006385242993943
42/801,ERX11876753,success,designated_clustering_2/ERX11876753_clustered.h5ad,2026-05-19 16:28:46,,0.7,15,51.44278407096863,11,7,4,19,10,301,3435,3.484957956619905
44/801,ERX11876768,success,designated_clustering_2/ERX11876768_clustered.h5ad,2026-05-19 16:28:59,,0.9,45,50.107213854789734,13,10,3,19,11,272,3457,2.7996123599433673
40/801,ERX11876755,success,designated_clustering_2/ERX11876755_clustered.h5ad,2026-05-19 16:29:21,,0.7,15,50.28573274612427,20,18,2,25,17,493,5528,8.639985042889899
27/801,ERX11662366,success,designated_clustering_2/ERX11662366_clustered.h5ad,2026-05-19 16:29:44,,1.1,50,49.89695847034454,23,21,2,18,12,463,20914,3.761147743732619
41/801,ERX11876754,success,designated_clustering_2/ERX11876754_clustered.h5ad,2026-05-19 16:29:49,,1.5,33,50.229816883802414,27,25,2,27,20,791,6043,9.08914176304563
47/801,ERX11876765,success,designated_clustering_2/ERX11876765_clustered.h5ad,2026-05-19 16:30:06,,0.9,50,49.30860102176666,14,11,3,14,6,79,1857,3.6506183451993164
43/801,ERX11876769,success,designated_clustering_2/ERX11876769_clustered.h5ad,2026-05-19 16:30:17,,0.3,46,50.01222863793373,8,7,1,16,10,1281,6793,2.7463595768065656
7/801,ERX11662364,success,designated_clustering_2/ERX11662364_clustered.h5ad,2026-05-19 16:30:26,,0.1,26,50.20269826054573,4,4,0,1,1,268,31624,0.6024538325322522
39/801,SRX18248070,success,designated_clustering_2/SRX18248070_clustered.h5ad,2026-05-19 16:31:09,,1.9,50,49.64928179979324,24,21,3,21,13,646,11142,3.94885685495338
49/801,ERX11876770,success,designated_clustering_2/ERX11876770_clustered.h5ad,2026-05-19 16:31:12,,1.7,15,53.49671244621277,27,23,4,25,18,283,2724,11.092035861870142
50/801,SRX22996343,success,designated_clustering_2/SRX22996343_clustered.h5ad,2026-05-19 16:31:20,,0.2,21,50.20827278494835,15,15,0,26,12,116,3801,6.223401629694404
45/801,ERX11876758,success,designated_clustering_2/ERX11876758_clustered.h5ad,2026-05-19 16:31:23,,0.5,15,51.28672122955322,14,12,2,26,16,643,6083,6.888319783230822
46/801,ERX11876751,success,designated_clustering_2/ERX11876751_clustered.h5ad,2026-05-19 16:31:25,,0.7,19,50.061594508588314,13,12,1,20,11,430,4633,3.4313444206941766
53/801,SRX22996385,success,designated_clustering_2/SRX22996385_clustered.h5ad,2026-05-19 16:31:57,,0.1,19,50.15775337815285,7,7,0,19,11,189,5006,3.2743534452306213
48/801,SRX26487574,success,designated_clustering_2/SRX26487574_clustered.h5ad,2026-05-19 16:32:16,,0.4,50,47.568002343177795,7,7,0,16,8,67,8567,1.4245555004869574
56/801,SRX22996310,success,designated_clustering_2/SRX22996310_clustered.h5ad,2026-05-19 16:32:24,,0.9,15,52.323901653289795,16,15,1,26,17,111,3025,8.167152077286044
55/801,SRX22996351,success,designated_clustering_2/SRX22996351_clustered.h5ad,2026-05-19 16:32:29,,0.3,37,50.22515878081322,8,8,0,24,11,181,4005,5.362742176135589
52/801,ERX11876748,success,designated_clustering_2/ERX11876748_clustered.h5ad,2026-05-19 16:32:53,,1.2,21,50.250620394945145,22,18,4,22,15,543,6877,3.913333129108588
57/801,SRX25038166,success,designated_clustering_2/SRX25038166_clustered.h5ad,2026-05-19 16:32:56,,0.8,19,50.02620108425617,17,12,5,24,14,229,4829,5.270789366993457
59/801,SRX22996360,success,designated_clustering_2/SRX22996360_clustered.h5ad,2026-05-19 16:33:02,,1.2,20,50.27912333607674,19,18,1,24,16,548,2826,6.5806740770280525
51/801,SRX20407496,success,designated_clustering_2/SRX20407496_clustered.h5ad,2026-05-19 16:33:23,,0.2,33,50.03634765744209,6,6,0,27,12,696,8546,3.4266614918114047
62/801,SRX22996331,success,designated_clustering_2/SRX22996331_clustered.h5ad,2026-05-19 16:33:29,,0.9,47,50.18175467848778,12,8,4,17,7,179,2901,2.299791109191797
63/801,SRX22996320,success,designated_clustering_2/SRX22996320_clustered.h5ad,2026-05-19 16:34:00,,0.8,19,50.34916941076517,17,13,4,22,12,137,3283,4.813615763671881
65/801,SRX22996348,success,designated_clustering_2/SRX22996348_clustered.h5ad,2026-05-19 16:34:01,,1.0,30,50.18393397331238,22,16,6,25,16,514,2448,8.437290705023011
64/801,SRX22996346,success,designated_clustering_2/SRX22996346_clustered.h5ad,2026-05-19 16:34:15,,1.7,29,50.34737437963486,24,15,9,24,15,516,2666,7.103702391848325
54/801,SRX24313469,success,designated_clustering_2/SRX24313469_clustered.h5ad,2026-05-19 16:34:19,,0.6,50,29.172641783952713,7,7,0,11,8,376,7280,1.449573802320714
67/801,SRX22996378,success,designated_clustering_2/SRX22996378_clustered.h5ad,2026-05-19 16:34:44,,1.5,15,54.5617938041687,24,20,4,26,20,92,3321,10.503516798205709
60/801,SRX26487567,success,designated_clustering_2/SRX26487567_clustered.h5ad,2026-05-19 16:35:01,,0.8,23,50.18282309174538,25,20,5,26,23,446,7888,6.916085139467513
69/801,SRX22996333,success,designated_clustering_2/SRX22996333_clustered.h5ad,2026-05-19 16:35:09,,0.2,50,47.10691124200821,5,5,0,18,7,201,3066,2.106471338906504
68/801,SRX22996323,success,designated_clustering_2/SRX22996323_clustered.h5ad,2026-05-19 16:35:10,,1.5,33,50.15225112438202,23,19,4,26,13,148,3097,7.232998729047791
66/801,SRX22996356,success,designated_clustering_2/SRX22996356_clustered.h5ad,2026-05-19 16:35:26,,0.6,30,50.138504058122635,13,11,2,25,13,380,5052,4.365327729605798
76/801,SRX22146401,failed,,2026-05-19 16:35:29,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required.",,,,,,,,,,,
58/801,SRX27313889,success,designated_clustering_2/SRX27313889_clustered.h5ad,2026-05-19 16:35:33,,0.1,50,49.14114996790886,2,2,0,14,8,83,10775,0.6604195756199078
72/801,SRX22996322,success,designated_clustering_2/SRX22996322_clustered.h5ad,2026-05-19 16:35:44,,1.6,23,50.186022371053696,23,20,3,26,16,216,2421,6.390427855786517
70/801,SRX22996328,success,designated_clustering_2/SRX22996328_clustered.h5ad,2026-05-19 16:35:55,,0.4,20,50.1129861921072,15,15,0,24,12,128,3794,6.274370566239749
73/801,SRX24732577,success,designated_clustering_2/SRX24732577_clustered.h5ad,2026-05-19 16:36:03,,0.7,50,47.46820330619812,12,9,3,25,12,218,2417,5.9234026255038525
71/801,SRX22996369,success,designated_clustering_2/SRX22996369_clustered.h5ad,2026-05-19 16:36:34,,0.1,50,42.784176021814346,6,6,0,17,9,60,6777,4.007300395221967
74/801,SRX10425169,success,designated_clustering_2/SRX10425169_clustered.h5ad,2026-05-19 16:37:00,,1.2,25,50.058168172836304,24,22,2,27,21,227,5465,10.209485705639608
81/801,SRX22159982,success,designated_clustering_2/SRX22159982_clustered.h5ad,2026-05-19 16:37:22,,0.1,49,50.003406405448914,4,3,1,5,3,8,3621,0.7018858677208768
28/801,ERX11662359,success,designated_clustering_2/ERX11662359_clustered.h5ad,2026-05-19 16:37:35,,0.8,36,50.24878680706024,21,20,1,28,24,1011,30944,6.590477437998282
80/801,SRX22996382,success,designated_clustering_2/SRX22996382_clustered.h5ad,2026-05-19 16:37:39,,0.4,15,50.45195817947388,13,12,1,25,17,803,3456,6.671686472708969
75/801,SRX22996392,success,designated_clustering_2/SRX22996392_clustered.h5ad,2026-05-19 16:37:41,,0.1,50,43.78282651305199,10,7,3,18,9,75,7553,4.044166743957299
61/801,SRX26487572,success,designated_clustering_2/SRX26487572_clustered.h5ad,2026-05-19 16:37:41,,0.3,50,39.28600922226906,6,6,0,17,6,172,10788,1.3235866741236815
78/801,SRX20221194,success,designated_clustering_2/SRX20221194_clustered.h5ad,2026-05-19 16:37:41,,1.6,20,50.170858949422836,25,15,10,23,14,490,5540,5.558345063285954
82/801,SRX22996352,success,designated_clustering_2/SRX22996352_clustered.h5ad,2026-05-19 16:37:44,,1.4,17,50.12119701132178,19,15,4,24,12,119,3258,4.943526142586426
83/801,SRX22996373,success,designated_clustering_2/SRX22996373_clustered.h5ad,2026-05-19 16:37:47,,0.9,33,50.29989629983902,20,15,5,24,15,445,2248,7.470984249588937
84/801,SRX19844830,success,designated_clustering_2/SRX19844830_clustered.h5ad,2026-05-19 16:38:11,,1.0,26,50.14395862817764,18,16,2,26,18,435,1990,8.542986166162196
91/801,SRX19844849,success,designated_clustering_2/SRX19844849_clustered.h5ad,2026-05-19 16:38:20,,0.6,15,50.2937912940979,11,9,2,22,9,100,1333,3.920076099724003
79/801,SRX21460097,success,designated_clustering_2/SRX21460097_clustered.h5ad,2026-05-19 16:38:28,,1.0,26,50.00269189476967,21,15,6,24,22,658,10138,7.782054794838004
94/801,SRX19704124,failed,,2026-05-19 16:38:30,InsufficientCellsError: 51 cells remaining after filtering (threshold: 500),,,,,,,,,,,
90/801,SRX19886043,success,designated_clustering_2/SRX19886043_clustered.h5ad,2026-05-19 16:38:37,,0.1,50,45.26103436946869,2,2,0,9,3,105,1578,0.7870722433459577
86/801,SRX22996309,success,designated_clustering_2/SRX22996309_clustered.h5ad,2026-05-19 16:38:41,,1.1,15,50.61609745025635,17,14,3,25,15,128,2882,8.666317823182906
85/801,SRX17689201,success,designated_clustering_2/SRX17689201_clustered.h5ad,2026-05-19 16:38:50,,1.6,17,50.020008347928524,26,22,4,26,22,259,4219,8.801279746803045
87/801,SRX22996384,success,designated_clustering_2/SRX22996384_clustered.h5ad,2026-05-19 16:39:05,,0.6,18,50.182631239295006,14,14,0,23,11,184,5162,3.297161384296141
77/801,SRX21460119,success,designated_clustering_2/SRX21460119_clustered.h5ad,2026-05-19 16:39:06,,1.3,24,50.26434399187565,27,22,5,26,24,660,11897,10.708558829271867
88/801,SRX19727430,success,designated_clustering_2/SRX19727430_clustered.h5ad,2026-05-19 16:39:10,,1.1,19,50.399171747267246,18,14,4,20,12,47,4851,2.93009764261833
92/801,SRX18248067,success,designated_clustering_2/SRX18248067_clustered.h5ad,2026-05-19 16:39:23,,0.9,20,50.249931029975414,20,19,1,27,20,178,3628,7.903636448949917
89/801,ERX11876757,success,designated_clustering_2/ERX11876757_clustered.h5ad,2026-05-19 16:39:28,,1.4,18,50.006649270653725,22,18,4,25,16,696,5648,5.168477650811569
98/801,SRX22996341,success,designated_clustering_2/SRX22996341_clustered.h5ad,2026-05-19 16:39:33,,1.8,47,50.093892216682434,25,16,9,26,17,135,2231,8.352460886994702
97/801,SRX22996312,success,designated_clustering_2/SRX22996312_clustered.h5ad,2026-05-19 16:39:34,,1.9,22,50.01602545380592,28,24,4,26,16,232,2718,6.830387777382189
93/801,SRX19886032,success,designated_clustering_2/SRX19886032_clustered.h5ad,2026-05-19 16:39:41,,0.3,50,41.910719126462936,5,3,2,11,3,131,3178,1.2378721377626936
96/801,SRX19886028,success,designated_clustering_2/SRX19886028_clustered.h5ad,2026-05-19 16:39:41,,0.2,50,44.07270699739456,4,4,0,8,3,115,2495,1.2617785340211827
101/801,SRX19844834,success,designated_clustering_2/SRX19844834_clustered.h5ad,2026-05-19 16:40:09,,1.9,23,50.364167615771294,26,24,2,28,17,232,3852,7.772876430495635
105/801,SRX22996388,success,designated_clustering_2/SRX22996388_clustered.h5ad,2026-05-19 16:40:33,,1.2,18,50.02575013786554,19,18,1,25,15,246,2681,7.063716544151288
103/801,SRX19844831,success,designated_clustering_2/SRX19844831_clustered.h5ad,2026-05-19 16:40:33,,0.5,23,50.4286952316761,14,14,0,20,13,63,3614,4.46549031112661
99/801,SRX22996316,success,designated_clustering_2/SRX22996316_clustered.h5ad,2026-05-19 16:40:35,,1.3,19,50.19772183150053,20,15,5,24,14,235,5563,4.446196971745539
106/801,SRX17689199,success,designated_clustering_2/SRX17689199_clustered.h5ad,2026-05-19 16:40:35,,1.0,15,52.91123390197754,20,17,3,27,17,159,2257,8.588935284897556
95/801,SRX23231247,success,designated_clustering_2/SRX23231247_clustered.h5ad,2026-05-19 16:40:42,,1.8,15,51.46198272705078,25,20,5,27,13,282,7863,4.768013425196837
102/801,SRX25038163,success,designated_clustering_2/SRX25038163_clustered.h5ad,2026-05-19 16:40:46,,0.1,19,50.066653825342655,5,5,0,15,10,509,5167,1.5414602772505088
107/801,SRX19704151,success,designated_clustering_2/SRX19704151_clustered.h5ad,2026-05-19 16:40:50,,1.2,23,50.406647473573685,22,22,0,26,17,331,4551,6.555696557561919
108/801,SRX22996374,success,designated_clustering_2/SRX22996374_clustered.h5ad,2026-05-19 16:41:21,,0.9,39,50.110556185245514,16,13,3,22,11,141,4701,3.0321781444016263
110/801,SRX22996339,success,designated_clustering_2/SRX22996339_clustered.h5ad,2026-05-19 16:41:22,,1.5,42,50.02993643283844,19,17,2,26,17,111,2182,8.064865589541075
104/801,SRX19704161,success,designated_clustering_2/SRX19704161_clustered.h5ad,2026-05-19 16:41:25,,0.7,18,50.42439177632332,14,12,2,28,17,2483,6865,6.3612809899495835
111/801,SRX19886030,success,designated_clustering_2/SRX19886030_clustered.h5ad,2026-05-19 16:41:48,,0.1,50,46.921539306640625,2,2,0,9,3,104,2266,0.7130558609080612
114/801,SRX19704126,success,designated_clustering_2/SRX19704126_clustered.h5ad,2026-05-19 16:41:54,,1.1,25,50.103943049907684,17,15,2,25,16,210,3456,5.85037827852872
115/801,ERX11876764,success,designated_clustering_2/ERX11876764_clustered.h5ad,2026-05-19 16:41:57,,0.3,50,41.72291159629822,5,4,1,15,3,140,3060,1.405123155524932
112/801,SRX22996383,success,designated_clustering_2/SRX22996383_clustered.h5ad,2026-05-19 16:42:05,,0.4,21,50.27465019375086,12,11,1,20,11,147,5346,3.369227497949383
109/801,SRX19704122,success,designated_clustering_2/SRX19704122_clustered.h5ad,2026-05-19 16:42:06,,0.7,19,50.279305689036846,12,11,1,22,14,345,4888,4.145132847085904
100/801,SRX25319036,success,designated_clustering_2/SRX25319036_clustered.h5ad,2026-05-19 16:42:17,,0.3,21,50.1272464171052,6,6,0,8,6,1004,9727,1.7485494984052985
113/801,SRX22996334,success,designated_clustering_2/SRX22996334_clustered.h5ad,2026-05-19 16:42:30,,0.1,50,49.14870709180832,5,5,0,21,9,138,6468,2.5817085672887345
117/801,SRX17689198,success,designated_clustering_2/SRX17689198_clustered.h5ad,2026-05-19 16:42:35,,0.3,15,51.17921233177185,12,12,0,24,19,441,3619,7.2105645454574
118/801,SRX17689200,success,designated_clustering_2/SRX17689200_clustered.h5ad,2026-05-19 16:42:37,,0.9,15,51.115286350250244,18,16,2,25,18,537,3803,7.194491336191077
122/801,SRX17689205,success,designated_clustering_2/SRX17689205_clustered.h5ad,2026-05-19 16:42:49,,1.1,15,50.3758430480957,17,15,2,25,16,1157,2446,7.682316626173261
121/801,SRX17689203,success,designated_clustering_2/SRX17689203_clustered.h5ad,2026-05-19 16:42:53,,1.8,20,50.361679308116436,26,22,4,27,18,302,3453,8.030124909758923
120/801,SRX17689204,success,designated_clustering_2/SRX17689204_clustered.h5ad,2026-05-19 16:43:04,,0.6,36,50.269343703985214,14,14,0,25,16,225,4232,5.551252347266149
126/801,SRX22834774,success,designated_clustering_2/SRX22834774_clustered.h5ad,2026-05-19 16:43:17,,0.1,50,35.51128804683685,5,4,1,13,5,79,2173,0.95822873563401
119/801,SRX17689197,success,designated_clustering_2/SRX17689197_clustered.h5ad,2026-05-19 16:43:19,,1.4,23,50.139493867754936,24,18,6,25,21,207,5966,8.26748970970637
127/801,SRX19727427,success,designated_clustering_2/SRX19727427_clustered.h5ad,2026-05-19 16:43:21,,1.1,41,50.110068917274475,13,12,1,19,9,36,2147,2.7214426568965555
123/801,SRX17689210,success,designated_clustering_2/SRX17689210_clustered.h5ad,2026-05-19 16:43:28,,1.4,22,50.14614313840866,23,20,3,25,19,908,3704,7.704156016480695
124/801,SRX17664572,success,designated_clustering_2/SRX17664572_clustered.h5ad,2026-05-19 16:43:44,,0.4,25,50.00837594270706,7,5,2,16,8,58,5028,1.0837908162336531
128/801,SRX22226502,success,designated_clustering_2/SRX22226502_clustered.h5ad,2026-05-19 16:43:52,,1.7,36,50.036659091711044,26,13,13,25,13,370,3530,4.63971024460854
130/801,SRX22996325,success,designated_clustering_2/SRX22996325_clustered.h5ad,2026-05-19 16:44:04,,1.2,23,50.42581669986248,23,17,6,25,19,516,2841,6.811177762363085
129/801,SRX22996344,success,designated_clustering_2/SRX22996344_clustered.h5ad,2026-05-19 16:44:06,,0.3,49,50.154682248830795,8,7,1,23,7,238,4166,3.265296595261945
138/801,SRX17941758,failed,,2026-05-19 16:44:07,"ValueError: Found array with 0 sample(s) (shape=(0, 0)) while a minimum of 1 is required.",,,,,,,,,,,
125/801,SRX23619806,success,designated_clustering_2/SRX23619806_clustered.h5ad,2026-05-19 16:44:10,,0.3,50,43.94995644688606,5,5,0,14,4,1804,4934,1.240137769972346
134/801,SRX17896694,success,designated_clustering_2/SRX17896694_clustered.h5ad,2026-05-19 16:44:25,,0.3,50,42.5117202103138,5,3,2,15,4,111,2333,0.7855227268926752
135/801,SRX17689209,success,designated_clustering_2/SRX17689209_clustered.h5ad,2026-05-19 16:44:35,,0.8,15,54.86997365951538,17,15,2,26,15,404,3056,7.262177421084606
116/801,SRX19704198,success,designated_clustering_2/SRX19704198_clustered.h5ad,2026-05-19 16:44:38,,1.9,27,50.38698390126228,27,23,4,27,21,638,10689,4.714921397028623
136/801,SRX17896691,success,designated_clustering_2/SRX17896691_clustered.h5ad,2026-05-19 16:44:55,,0.4,50,48.87066334486008,6,5,1,17,8,51,3113,1.186013357266952
131/801,SRX23619807,success,designated_clustering_2/SRX23619807_clustered.h5ad,2026-05-19 16:45:02,,0.2,50,42.28978753089905,6,6,0,11,6,3056,5041,0.7568958715406412
132/801,SRX23619809,success,designated_clustering_2/SRX23619809_clustered.h5ad,2026-05-19 16:45:14,,0.2,50,46.02181613445282,4,4,0,7,5,387,6460,1.1767682617999229
142/801,SRX24073315,success,designated_clustering_2/SRX24073315_clustered.h5ad,2026-05-19 16:45:16,,1.0,35,50.10610818862915,15,13,2,24,13,146,2104,6.805594182757671
133/801,SRX23838225,success,designated_clustering_2/SRX23838225_clustered.h5ad,2026-05-19 16:45:20,,1.1,34,50.212278962135315,13,12,1,19,8,189,6870,1.2586695960626428
143/801,SRX24073303,success,designated_clustering_2/SRX24073303_clustered.h5ad,2026-05-19 16:45:35,,1.0,31,50.259554386138916,17,13,4,20,9,628,2030,4.068368829397619
137/801,SRX16217005,success,designated_clustering_2/SRX16217005_clustered.h5ad,2026-05-19 16:45:55,,0.1,47,50.206226110458374,5,5,0,10,4,162,7966,1.202154210211981
147/801,SRX24073304,success,designated_clustering_2/SRX24073304_clustered.h5ad,2026-05-19 16:46:15,,0.1,50,47.07517623901367,4,4,0,15,6,492,2407,2.612250169063844
146/801,SRX24073324,success,designated_clustering_2/SRX24073324_clustered.h5ad,2026-05-19 16:46:15,,0.5,19,50.154004618525505,16,16,0,23,15,178,2382,7.5373291575019685
145/801,SRX24073302,success,designated_clustering_2/SRX24073302_clustered.h5ad,2026-05-19 16:46:51,,0.7,30,50.07099024951458,15,14,1,22,16,533,6076,7.454366583313072
139/801,SRX16217016,success,designated_clustering_2/SRX16217016_clustered.h5ad,2026-05-19 16:47:19,,0.1,43,50.21563693881035,5,5,0,10,3,220,12635,1.2998672220105458
150/801,SRX24073314,success,designated_clustering_2/SRX24073314_clustered.h5ad,2026-05-19 16:48:06,,1.0,29,50.02516731619835,23,16,7,25,17,419,4715,6.572021163290388
151/801,SRX24073325,success,designated_clustering_2/SRX24073325_clustered.h5ad,2026-05-19 16:48:08,,0.6,32,50.03131255507469,14,13,1,21,12,945,2757,3.6329237267083543
144/801,SRX14891764,success,designated_clustering_2/SRX14891764_clustered.h5ad,2026-05-19 16:48:11,,1.9,21,50.11032894253731,34,24,10,28,22,878,8680,7.020717313558115
152/801,SRX15263316,success,designated_clustering_2/SRX15263316_clustered.h5ad,2026-05-19 16:48:33,,1.1,32,50.0476136803627,18,18,0,18,11,475,4881,2.15311967485424
148/801,SRX14891759,success,designated_clustering_2/SRX14891759_clustered.h5ad,2026-05-19 16:48:43,,1.6,15,51.41778588294983,31,25,6,26,16,999,8596,8.19800393148656
154/801,SRX24073318,success,designated_clustering_2/SRX24073318_clustered.h5ad,2026-05-19 16:48:47,,0.4,25,50.109387561678886,11,10,1,21,10,287,3093,5.841055404990288
153/801,SRX24073312,success,designated_clustering_2/SRX24073312_clustered.h5ad,2026-05-19 16:48:52,,1.9,27,50.10380744934082,35,30,5,26,22,553,5867,9.05739029110542
160/801,SRX24073307,success,designated_clustering_2/SRX24073307_clustered.h5ad,2026-05-19 16:49:38,,1.9,36,50.099875777959824,26,23,3,24,17,209,2347,5.548655621343866
141/801,SRX12868714,success,designated_clustering_2/SRX12868714_clustered.h5ad,2026-05-19 16:49:45,,0.6,15,53.451573848724365,19,15,4,27,24,1068,10257,7.802097134683234
156/801,SRX24073319,success,designated_clustering_2/SRX24073319_clustered.h5ad,2026-05-19 16:51:30,,0.4,40,50.20908862352371,13,7,6,19,9,177,4846,3.8694984463404194
157/801,SRX16217006,success,designated_clustering_2/SRX16217006_clustered.h5ad,2026-05-19 16:52:35,,0.2,50,49.90910142660141,7,6,1,11,3,204,12418,1.1190912552339074
