cluster,diseaseArea,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene,nCaseProfiles,nControlProfiles,nStudies
36,IPF / Pulmonary Fibrosis,2.632518529610516,-1.0880952373346282,0.32091239352982465,-3.390630151008811,0.0006973213548060186,0.01942585271824539,ENSG00000160111,34,42,4
36,IPF / Pulmonary Fibrosis,8.62552729595419,1.4130094607258767,0.3982649646078244,3.5479130385402637,0.00038829640087797475,0.013155426034044673,ENSG00000130300,34,42,4
36,IPF / Pulmonary Fibrosis,3.322036353462232,-1.1452394464532643,0.32053372760490345,-3.5729140112984,0.0003530307122219628,0.012258028310405974,ENSG00000105227,34,42,4
36,IPF / Pulmonary Fibrosis,8.004269490447808,-1.4436689744740832,0.21955876394099924,-6.575319283825227,4.854887619967987e-11,4.756171571695304e-08,ENSG00000124440,34,42,4
36,IPF / Pulmonary Fibrosis,1.536935672683516,1.073763618259565,0.3027118128831054,3.547148054886802,0.00038942567708808665,0.013155426034044673,ENSG00000024422,34,42,4
36,IPF / Pulmonary Fibrosis,13.718653816625292,1.0455399781702204,0.21494480886786244,4.864225303589292,1.1490596668987057e-06,0.00021787653942034169,ENSG00000178980,34,42,4
36,IPF / Pulmonary Fibrosis,6.594399392508181,3.148593328644474,0.8431722299488508,3.734223230804786,0.0001882954293855615,0.00784964917679667,ENSG00000125999,34,42,4
36,IPF / Pulmonary Fibrosis,7.418800216453847,1.7513346584496527,0.2523265837420749,6.940745729113684,3.900354894108497e-12,5.731571516892436e-09,ENSG00000182463,34,42,4
36,IPF / Pulmonary Fibrosis,6.177266845237789,1.2379401164705492,0.38183687401918187,3.242065396775588,0.001186667884836765,0.027461550500277578,ENSG00000154734,34,42,4
36,IPF / Pulmonary Fibrosis,5.074430537928321,1.6693053689051411,0.3453733572361488,4.833335675524487,1.3426411079058405e-06,0.00022548698377915802,ENSG00000182240,34,42,4
36,IPF / Pulmonary Fibrosis,4.185367541277033,1.3167762353571066,0.23015391738079546,5.721285348267469,1.057211652386325e-08,4.438778637662013e-06,ENSG00000182871,34,42,4
36,IPF / Pulmonary Fibrosis,37.43442432942152,1.1416128645884567,0.2897799475719369,3.939585448040897,8.162252723486423e-05,0.004401625826481945,ENSG00000100316,34,42,4
